album_popularity,album_id,energy,analysis_url,speechiness,duration,id,title,track_popularity,track_id,acousticness,track_href,artist_id,artist_popularity,danceability,album_release_date,tempo,number,instrumentalness,key,duration_ms,album_name,now_release_date,artist,type,liveness,uri,volume_number,mode,time_signature,loudness,valence
87,6Fr2rQkZ383FcMqFyT7yPr,0.768,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,0.0476,198,09CtPGIpYB4BrO8qb1RGsF,Sorry,75,09CtPGIpYB4BrO8qb1RGsF,0.0865,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,1uNFoZAHBGtllmzznpCI3s,95,0.605,2015-11-13,100.209,1.,0,0,200787,Purpose (Deluxe),"February 5, 2016 ",Justin Bieber,audio_features,0.308,spotify:track:09CtPGIpYB4BrO8qb1RGsF,57,0,4,-3.724,0.396
74,3HV3ecmJJ2GmHM93vVVKXF,0.763,https://api.spotify.com/v1/audio-analysis/0Mn3amMRMoabaoTf1Publ4,0.0669,203,0Mn3amMRMoabaoTf1Publ4,Confident,65,0Mn3amMRMoabaoTf1Publ4,0.00182,https://api.spotify.com/v1/tracks/0Mn3amMRMoabaoTf1Publ4,6S2OmqARrzebs0tKUEyXyp,80,0.606,2015-01-01,130.018,2.,0.000159,10,205746,Confident (Deluxe Edition),"February 5, 2016 ",Demi Lovato,audio_features,0.116,spotify:track:0Mn3amMRMoabaoTf1Publ4,57,0,4,-6.197,0.308
63,3IGM1sXYke2UGII2DORrof,0.879,https://api.spotify.com/v1/audio-analysis/1cdzfFjEbUbgTm5nv3FgXR,0.291,208,1cdzfFjEbUbgTm5nv3FgXR,Focus,63,1cdzfFjEbUbgTm5nv3FgXR,0.266,https://api.spotify.com/v1/tracks/1cdzfFjEbUbgTm5nv3FgXR,66CXWjxzNUsdJxJ2JdwvnR,91,0.681,2015-10-30,99.955,3.,0,3,211360,Focus,"February 5, 2016 ",Ariana Grande,audio_features,0.446,spotify:track:1cdzfFjEbUbgTm5nv3FgXR,57,0,4,-6.006,0.806
75,5nhoVKDcCXvi3AruUFJWnv,0.687,https://api.spotify.com/v1/audio-analysis/4nS1sut0R2mgmFitKIShVe,0.0537,207,4nS1sut0R2mgmFitKIShVe,On My Mind,66,4nS1sut0R2mgmFitKIShVe,0.279,https://api.spotify.com/v1/tracks/4nS1sut0R2mgmFitKIShVe,0X2BH1fck6amBIoJhDVmmJ,83,0.697,2015-11-13,154.921,4.,5.11e-06,2,213445,Delirium (Deluxe),"February 5, 2016 ",Ellie Goulding,audio_features,0.0861,spotify:track:4nS1sut0R2mgmFitKIShVe,57,0,4,-6.574,0.733
80,7lDBDk8OQarV5dBMu3qrdz,0.596,https://api.spotify.com/v1/audio-analysis/1BZG99C7Co1r6QUC3zaS59,0.031,227,1BZG99C7Co1r6QUC3zaS59,Same Old Love,68,1BZG99C7Co1r6QUC3zaS59,0.0236,https://api.spotify.com/v1/tracks/1BZG99C7Co1r6QUC3zaS59,0C8ZW7ezQVs4URX5aX7Kqx,87,0.671,2015-10-09,98.025,5.,0,11,229080,Revival (Deluxe),"February 5, 2016 ",Selena Gomez,audio_features,0.228,spotify:track:1BZG99C7Co1r6QUC3zaS59,57,0,4,-4.005,0.444
82,5lkNnHVlnCCCV304t89wOH,0.702,https://api.spotify.com/v1/audio-analysis/6Knv6wdA0luoMUuuoYi2i1,0.0499,191,6Knv6wdA0luoMUuuoYi2i1,My House,78,6Knv6wdA0luoMUuuoYi2i1,0.0215,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,0jnsk9HBra6NMjO2oANoPY,84,0.688,2015-04-07,94.006,6.,0,7,192191,MY HOUSE,"February 5, 2016 ",Flo Rida,audio_features,0.128,spotify:track:6Knv6wdA0luoMUuuoYi2i1,57,0,4,-4.792,0.731
88,0P3oVJBFOv3TDXlYRhGL7s,0.561,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,0.0699,237,7fBv7CLKzipRk6EC6TWHOB,The Hills,75,7fBv7CLKzipRk6EC6TWHOB,0.0635,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,1Xyo4u8uXC1ZmMpatF05PJ,98,0.54,2015-08-28,113.295,7.,0,0,242253,Beauty Behind The Madness,"February 5, 2016 ",The Weeknd,audio_features,0.137,spotify:track:7fBv7CLKzipRk6EC6TWHOB,57,0,4,-6.987,0.123
84,3rDbA12I5duZnlwakqDdZa,0.822,https://api.spotify.com/v1/audio-analysis/1wYZZtamWTQAoj8B812uKQ,0.167,197,1wYZZtamWTQAoj8B812uKQ,Here,69,1wYZZtamWTQAoj8B812uKQ,0.0716,https://api.spotify.com/v1/tracks/1wYZZtamWTQAoj8B812uKQ,2wUjUUtkb5lvLKcGKsKqsR,88,0.375,2015-11-13,123.363,8.,0,0,199453,Know-It-All (Deluxe),"February 5, 2016 ",Alessia Cara,audio_features,0.0694,spotify:track:1wYZZtamWTQAoj8B812uKQ,57,1,4,-4.029,0.353
,,,,,216,,Wildest Dreams,,,,,,,,,,9.,,,,,"February 5, 2016 ",Taylor Swift,,,,57,,,,
79,0T8SCja56F4lhZXyOcBTIV,0.801,https://api.spotify.com/v1/audio-analysis/0uyZ5ckiIUbFZd3P6RWmrj,0.0882,189,0uyZ5ckiIUbFZd3P6RWmrj,Hide Away,69,0uyZ5ckiIUbFZd3P6RWmrj,0.225,https://api.spotify.com/v1/tracks/0uyZ5ckiIUbFZd3P6RWmrj,6Dd3NScHWwnW6obMFbl1BH,78,0.885,2016-10-07,95.011,10.,1.65e-06,11,192376,"Sit Still, Look Pretty","February 5, 2016 ",Daya,audio_features,0.0733,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj,57,0,4,-4.716,0.481
80,3Wv4X8OA65pGpFzBkuUgAh,0.765,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,0.0502,215,76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,74,76hfruVvmfQbw0eYn1nmeC,0.156,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,6T5tfhQCknKG4UnH90qGnz,80,0.774,2016-11-18,119.001,11.,0,4,219147,DNCE,"February 5, 2016 ",DNCE,audio_features,0.0373,spotify:track:76hfruVvmfQbw0eYn1nmeC,57,0,4,-5.439,0.91
61,20Ty8kGqsntUjf5VcnukOQ,0.882,https://api.spotify.com/v1/audio-analysis/1fMEUGs5CvRv0VrcJlQITt,0.0451,188,1fMEUGs5CvRv0VrcJlQITt,Good To Be Alive (Hallelujah),56,1fMEUGs5CvRv0VrcJlQITt,0.0377,https://api.spotify.com/v1/tracks/1fMEUGs5CvRv0VrcJlQITt,2oX42qP5ineK3hrhBECLmj,77,0.784,2014-08-05,120.017,12.,0,5,189870,Magazines Or Novels (Deluxe Edition),"February 5, 2016 ",Andy Grammer,audio_features,0.65,spotify:track:1fMEUGs5CvRv0VrcJlQITt,57,1,4,-3.646,0.702
87,3cfAM8b8KqJRoIzt3zLKqw,0.924,https://api.spotify.com/v1/audio-analysis/69uxyAqqPIsUyTO8txoP2M,0.0359,263,69uxyAqqPIsUyTO8txoP2M,Adventure Of A Lifetime,78,69uxyAqqPIsUyTO8txoP2M,0.00205,https://api.spotify.com/v1/tracks/69uxyAqqPIsUyTO8txoP2M,4gzpq5DPGxSnKTe4SA8HAU,91,0.638,2015-12-04,111.995,13.,0.000173,7,263787,A Head Full Of Dreams,"February 5, 2016 ",Coldplay,audio_features,0.149,spotify:track:69uxyAqqPIsUyTO8txoP2M,57,1,4,-3.887,0.515
78,7A8fZ2jjiu5heq7wNCutKN,0.868,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,0.203,194,0fYVliAYKHuPmECRs1pbRf,Renegades,68,0fYVliAYKHuPmECRs1pbRf,0.0112,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,3NPpFNZtSTHheNBaWC82rB,81,0.4,2015-06-30,180.261,14.,0.0685,11,195199,VHS,"February 5, 2016 ",X Ambassadors,audio_features,0.27,spotify:track:0fYVliAYKHuPmECRs1pbRf,57,0,4,-5.988,0.567
79,3kndSWeE2IYOrZEToZrHEV,0.613,https://api.spotify.com/v1/audio-analysis/7soJgKhQTO8hLP2JPRkL5O,0.0344,190,7soJgKhQTO8hLP2JPRkL5O,One Call Away,68,7soJgKhQTO8hLP2JPRkL5O,0.403,https://api.spotify.com/v1/tracks/7soJgKhQTO8hLP2JPRkL5O,6VuMaDnrHyPL1p4EHjYLi7,85,0.667,2016-01-29,91.024,15.,0,1,194453,Nine Track Mind,"February 5, 2016 ",Charlie Puth,audio_features,0.115,spotify:track:7soJgKhQTO8hLP2JPRkL5O,57,1,4,-5.353,0.479
77,4ykbJPI8MPscFzROE8dqLy,0.383,https://api.spotify.com/v1/audio-analysis/5kNe7PE09d6Kvw5pAsx23n,0.0304,226,5kNe7PE09d6Kvw5pAsx23n,Die A Happy Man,71,5kNe7PE09d6Kvw5pAsx23n,0.381,https://api.spotify.com/v1/tracks/5kNe7PE09d6Kvw5pAsx23n,6x2LnllRG5uGarZMsD4iO8,76,0.66,2015-09-25,83.096,16.,0,2,227427,Tangled Up,"February 5, 2016 ",Thomas Rhett,audio_features,0.119,spotify:track:5kNe7PE09d6Kvw5pAsx23n,57,1,4,-9.377,0.38
50,34ulzNyuaplz4DpZDEahKX,0.632,https://api.spotify.com/v1/audio-analysis/4DBscf5jTXGHL5hyBobKgR,0.0406,194,4DBscf5jTXGHL5hyBobKgR,Not a One,49,4DBscf5jTXGHL5hyBobKgR,0.0105,https://api.spotify.com/v1/tracks/4DBscf5jTXGHL5hyBobKgR,2xMOfuQeNn7IaHchvmwuqz,44,0.535,2016-04-15,78.98,17.,8.6e-05,0,197400,All the Luck,"February 5, 2016 ",The Young Wild,audio_features,0.0728,spotify:track:4DBscf5jTXGHL5hyBobKgR,57,1,4,-6.135,0.306
66,4E2YvGzYMgr4DizJJ0PQoo,0.936,https://api.spotify.com/v1/audio-analysis/5EQ9yEra0SzVd673ZfKT4C,0.11,240,5EQ9yEra0SzVd673ZfKT4C,Brand New,61,5EQ9yEra0SzVd673ZfKT4C,0.00338,https://api.spotify.com/v1/tracks/5EQ9yEra0SzVd673ZfKT4C,4AapPt7H6bGH4i7chTulpI,65,0.553,2015-08-28,144.884,18.,1.35e-06,9,243933,Brand New,"February 5, 2016 ",Ben Rector,audio_features,0.102,spotify:track:5EQ9yEra0SzVd673ZfKT4C,57,1,4,-5.015,0.402
46,2e7peWrOsxX2fNgliY1lqc,0.923,https://api.spotify.com/v1/audio-analysis/39uSkkcWYzcNgQzYvX97yz,0.151,215,39uSkkcWYzcNgQzYvX97yz,Oh My Love,44,39uSkkcWYzcNgQzYvX97yz,0.0297,https://api.spotify.com/v1/tracks/39uSkkcWYzcNgQzYvX97yz,2q3GG88dVwuQPF4FmySr9I,60,0.562,2015-09-25,149.188,19.,0,7,218133,Where Do You Run,"February 5, 2016 ",The Score,audio_features,0.227,spotify:track:39uSkkcWYzcNgQzYvX97yz,57,1,4,-3.362,0.723
47,0zBX5KAC507xrq99XqEz68,0.714,https://api.spotify.com/v1/audio-analysis/06W9lAkSw72ppybh379fmo,0.22,222,06W9lAkSw72ppybh379fmo,New Obsession,41,06W9lAkSw72ppybh379fmo,0.0177,https://api.spotify.com/v1/tracks/06W9lAkSw72ppybh379fmo,6V0UIhxibbgh9q9eYKImW7,44,0.729,2015-08-28,90.009,20.,0.000586,9,224573,Dreamstate,"February 5, 2016 ",FRANKIE,audio_features,0.672,spotify:track:06W9lAkSw72ppybh379fmo,57,1,4,-4.745,0.896
56,6nlhWBxBwgtwH80zCK8djC,0.888,https://api.spotify.com/v1/audio-analysis/3pKNiSzelPOJWV4lKP4IRB,0.161,217,3pKNiSzelPOJWV4lKP4IRB,New Bohemia,46,3pKNiSzelPOJWV4lKP4IRB,0.00982,https://api.spotify.com/v1/tracks/3pKNiSzelPOJWV4lKP4IRB,7ixzNQXQ64I2ayrtyhlF7i,50,0.495,2015-09-18,171.863,21.,0.000136,6,219253,Transviolet,"February 5, 2016 ",Transviolet,audio_features,0.135,spotify:track:3pKNiSzelPOJWV4lKP4IRB,57,0,4,-5.275,0.425
34,366nAk4bX3pJkk8BTu7TrA,0.49,https://api.spotify.com/v1/audio-analysis/7fyM2vh7jf9e869E6bXqyY,0.0404,229,7fyM2vh7jf9e869E6bXqyY,Been Lovin' You,33,7fyM2vh7jf9e869E6bXqyY,0.0198,https://api.spotify.com/v1/tracks/7fyM2vh7jf9e869E6bXqyY,3e9OUa8fqstXAZeAlhOZCW,26,0.797,2015-08-11,101.999,22.,4.97e-06,11,231802,Nicky Davey - EP,"February 5, 2016 ",Nicky Davey,audio_features,0.109,spotify:track:7fyM2vh7jf9e869E6bXqyY,57,0,4,-9.914,0.715
69,4Fts9DL8sj5UQ0TkN4SvMK,0.832,https://api.spotify.com/v1/audio-analysis/5OMwQFBcte0aWFJFqrr5oj,0.116,198,5OMwQFBcte0aWFJFqrr5oj,TiK ToK,64,5OMwQFBcte0aWFJFqrr5oj,0.0746,https://api.spotify.com/v1/tracks/5OMwQFBcte0aWFJFqrr5oj,6LqNN22kT3074XbTVUrhzX,76,0.755,2010,120.032,1.,1.27e-06,2,199693,Animal,"March 23, 2010",Kesha,audio_features,0.291,spotify:track:5OMwQFBcte0aWFJFqrr5oj,33,0,4,-2.741,0.719
67,034EE1ofh9OM6wJBqd2xYo,0.921,https://api.spotify.com/v1/audio-analysis/5P5cGNzqh6A353N3ShDK6Y,0.0391,258,5P5cGNzqh6A353N3ShDK6Y,Bad Romance,65,5P5cGNzqh6A353N3ShDK6Y,0.00305,https://api.spotify.com/v1/tracks/5P5cGNzqh6A353N3ShDK6Y,1HY2Jd0NmPuamShAr6KMms,86,0.697,2009,118.99,2.,3.65e-05,0,294573,The Fame Monster,"March 23, 2010",Lady Gaga,audio_features,0.0831,spotify:track:5P5cGNzqh6A353N3ShDK6Y,33,1,4,-3.75,0.72
66,7uGmyYwDFJbSc1xs4hkEs2,0.755,https://api.spotify.com/v1/audio-analysis/3YJkAQNEhmCZGLdmPsu6Ye,0.0385,249,3YJkAQNEhmCZGLdmPsu6Ye,Hard,48,3YJkAQNEhmCZGLdmPsu6Ye,0.0117,https://api.spotify.com/v1/tracks/3YJkAQNEhmCZGLdmPsu6Ye,5pKCCKE2ajJHZ9KAiaK11H,94,0.569,2009-11-20,91.022,3.,0,1,250600,Rated R,"March 23, 2010",Rihanna,audio_features,0.696,spotify:track:3YJkAQNEhmCZGLdmPsu6Ye,33,1,4,-3.588,0.189
69,773TVtjVxXvD6DFHsWFJGN,0.748,https://api.spotify.com/v1/audio-analysis/0TyOpxlWwDx98bjkIVHUgY,0.033,196,0TyOpxlWwDx98bjkIVHUgY,In My Head,58,0TyOpxlWwDx98bjkIVHUgY,0.0266,https://api.spotify.com/v1/tracks/0TyOpxlWwDx98bjkIVHUgY,07YZf4WDAMNwqr4jfgOZ8y,82,0.762,2010-03-01,110.009,4.,0,0,199027,Jason Derulo (Deluxe Audio),"March 23, 2010",Jason Derulo,audio_features,0.348,spotify:track:0TyOpxlWwDx98bjkIVHUgY,33,0,4,-4.15,0.837
53,3N7agGkKrdlEHBrzSDTNmG,0.849,https://api.spotify.com/v1/audio-analysis/3vNiHPIipR4a4bZKA288CD,0.318,236,3vNiHPIipR4a4bZKA288CD,I Wanna Rock,40,3vNiHPIipR4a4bZKA288CD,0.168,https://api.spotify.com/v1/tracks/3vNiHPIipR4a4bZKA288CD,7hJcb9fa4alzcOq3EaNPoG,83,0.521,2009-12-04,122.852,5.,0,5,235987,Malice 'N Wonderland (Explicit),"March 23, 2010",Snoop Dogg,audio_features,0.289,spotify:track:3vNiHPIipR4a4bZKA288CD,33,1,5,-3.238,0.44
68,0hDy52fqKwb2ZIjyNXGxan,0.659,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,0.225,288,3iL2l5gUqyPS6vDwJFgJTR,BedRock,64,3iL2l5gUqyPS6vDwJFgJTR,0.109,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,5OrB6Jhhrl9y2PK0pSV4VP,68,0.732,2009-01-01,148.001,6.,0,8,288133,We Are Young Money,"March 23, 2010",Young Money,audio_features,0.141,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,33,1,4,-6.089,0.571
65,3v0AeWgJPrdPPZGt1tS2s0,0.664,https://api.spotify.com/v1/audio-analysis/7yws3pF3FFguwT2Psi6c15,0.085,207,7yws3pF3FFguwT2Psi6c15,Do You Remember,54,7yws3pF3FFguwT2Psi6c15,0.0278,https://api.spotify.com/v1/tracks/7yws3pF3FFguwT2Psi6c15,4pADjHPWyrlAF0FA7joK2H,72,0.854,2009-11-23,125.84,7.,0,11,210307,All Or Nothing,"March 23, 2010",Jay Sean,audio_features,0.118,spotify:track:7yws3pF3FFguwT2Psi6c15,33,1,4,-4.88,0.773
66,698AdfGuOthKXXvvHla9bf,0.751,https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ,0.0708,180,5vlEg2fT4cFWAqU5QptIpQ,Replay,66,5vlEg2fT4cFWAqU5QptIpQ,0.173,https://api.spotify.com/v1/tracks/5vlEg2fT4cFWAqU5QptIpQ,5tKXB9uuebKE34yowVaU3C,63,0.706,2009-08-11,91.031,8.,0,9,182307,Replay,"March 23, 2010",Iyaz,audio_features,0.168,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,33,1,4,-6.323,0.189
66,3vf65wfk1EEjVhy6BjENsS,0.649,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,0.0417,225,3DamFFqW32WihKkTVlwTYQ,Fireflies,65,3DamFFqW32WihKkTVlwTYQ,0.0294,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,07QEuhtrNmmZ0zEcqE9SF6,72,0.591,2009-01-01,90.002,9.,0,3,228347,Ocean Eyes,"March 23, 2010",Owl City,audio_features,0.133,spotify:track:3DamFFqW32WihKkTVlwTYQ,33,1,4,-6.72,0.482
72,5lTCUyQrKcSmcw5ULkt75O,0.885,https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i,0.0436,213,0KpfYajJVVGgQ32Dby7e9i,"Hey, Soul Sister",72,0KpfYajJVVGgQ32Dby7e9i,0.217,https://api.spotify.com/v1/tracks/0KpfYajJVVGgQ32Dby7e9i,3FUY2gzHeIiaesXtOAdB7A,78,0.675,2009-08-06,97.03,10.,0,1,216667,"Hey, Soul Sister","March 23, 2010",Train,audio_features,0.086,spotify:track:0KpfYajJVVGgQ32Dby7e9i,33,0,4,-4.432,0.775
58,4a3wP4t2IswXR40aXQcYrM,0.764,https://api.spotify.com/v1/audio-analysis/4gWTBq5Jftq5CEKYpLXD8R,0.0299,204,4gWTBq5Jftq5CEKYpLXD8R,Life After You,52,4gWTBq5Jftq5CEKYpLXD8R,0.0534,https://api.spotify.com/v1/tracks/4gWTBq5Jftq5CEKYpLXD8R,5P5FTygHyx2G57oszR3Wot,68,0.434,2009-07-14,51.316,11.,0,5,206413,Leave This Town,"March 23, 2010",Daughtry,audio_features,0.437,spotify:track:4gWTBq5Jftq5CEKYpLXD8R,33,1,4,-3.45,0.321
45,3kCKozGQlG80GXSHQc77hY,0.9,https://api.spotify.com/v1/audio-analysis/51YhN4y2tOvfI0Sv1hoBRo,0.0443,208,51YhN4y2tOvfI0Sv1hoBRo,Live Like We're Dying,45,51YhN4y2tOvfI0Sv1hoBRo,0.0267,https://api.spotify.com/v1/tracks/51YhN4y2tOvfI0Sv1hoBRo,2zwHaEmXxX6DTv4i8ajNCM,52,0.578,2009-09-25,92.011,12.,0,0,212747,Live Like We're Dying,"March 23, 2010",Kris Allen,audio_features,0.287,spotify:track:51YhN4y2tOvfI0Sv1hoBRo,33,1,4,-2.501,0.943
63,0cUNjl7p6LYZJkKXJWzqP0,0.683,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,0.0489,224,2rDwdvBma1O1eLzo29p2cr,Whataya Want from Me,57,2rDwdvBma1O1eLzo29p2cr,0.00706,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,6prmLEyn4LfHlD9NnXWlf7,69,0.44,2009-11-20,185.948,13.,0,11,227320,For Your Entertainment,"March 23, 2010",Adam Lambert,audio_features,0.0593,spotify:track:2rDwdvBma1O1eLzo29p2cr,33,0,4,-4.732,0.451
47,4HfhG6sstzUYDro0HO8gX1,0.922,https://api.spotify.com/v1/audio-analysis/72phhQtfwZcRweweRxxkmU,0.0558,197,72phhQtfwZcRweweRxxkmU,According To You,45,72phhQtfwZcRweweRxxkmU,0.0221,https://api.spotify.com/v1/tracks/72phhQtfwZcRweweRxxkmU,0yNy8fi1yBBq526E6mx4Zs,44,0.607,2010-09-28,130.972,14.,2.04e-05,5,200347,Believe (II),"March 23, 2010",Orianthi,audio_features,0.0965,spotify:track:72phhQtfwZcRweweRxxkmU,33,1,4,-2.526,0.563
67,3hnGcNi8oqGdwTm3CeniFA,0.622,https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK,0.0303,232,11EX5yhxr9Ihl3IN1asrfK,Need You Now,64,11EX5yhxr9Ihl3IN1asrfK,0.0927,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK,32WkQRZEVKSzVAAYqukAEA,72,0.587,2010-01-26,107.943,15.,0.000636,4,277573,Need You Now,"March 23, 2010",Lady Antebellum,audio_features,0.2,spotify:track:11EX5yhxr9Ihl3IN1asrfK,33,1,4,-5.535,0.225
,,,,,251,,Fearless,,,,,,,,,,16.,,,,,"March 23, 2010",Taylor Swift,,,,33,,,,
12,4vX7rA93BFKQuZMpALVCCO,0.719,https://api.spotify.com/v1/audio-analysis/72i7uzzu8ImxvCxK6AX4bX,0.0657,213,72i7uzzu8ImxvCxK6AX4bX,Heart of Gold,10,72i7uzzu8ImxvCxK6AX4bX,0.0389,https://api.spotify.com/v1/tracks/72i7uzzu8ImxvCxK6AX4bX,0pnnjlrPThCvF5REn5i3n1,11,0.609,2016-04-29,128.027,17.,0,9,216712,Ashlyne Huff,"March 23, 2010",Ashlyne Huff,audio_features,0.133,spotify:track:72i7uzzu8ImxvCxK6AX4bX,33,0,4,-3.849,0.394
42,3SWpQcsppOqlMZEa7PR2Ow,0.698,https://api.spotify.com/v1/audio-analysis/5gdafBEy4PNf3HusHh3qzu,0.0312,219,5gdafBEy4PNf3HusHh3qzu,Wheels,19,5gdafBEy4PNf3HusHh3qzu,0.321,https://api.spotify.com/v1/tracks/5gdafBEy4PNf3HusHh3qzu,3XxxEq6BREC57nCWXbQZ7o,62,0.608,2010-03-02,139.989,18.,0.000483,11,222907,The Pursuit,"March 23, 2010",Jamie Cullum,audio_features,0.0987,spotify:track:5gdafBEy4PNf3HusHh3qzu,33,1,4,-8.029,0.228
,,,,,208,,Fast Forward,,,,,,,,,,19.,,,,,"March 23, 2010",Jaicko,,,,33,,,,
20,7s28QV8DMWsFFRAgqVq1RM,0.912,https://api.spotify.com/v1/audio-analysis/56s5jxF04s70q3bj5sXH3V,0.055,185,56s5jxF04s70q3bj5sXH3V,Shake That Bubble,11,56s5jxF04s70q3bj5sXH3V,0.00814,https://api.spotify.com/v1/tracks/56s5jxF04s70q3bj5sXH3V,2yj4bZaAnl3uhfE4pjOXel,48,0.553,2008,105.004,20.,0,4,187227,Young & Divine,"March 23, 2010",Young & Divine,audio_features,0.233,spotify:track:56s5jxF04s70q3bj5sXH3V,33,0,4,-4.683,0.546
30,3cFLgIF55Q6vG7eSInoH8b,0.913,https://api.spotify.com/v1/audio-analysis/0EMyqiMNDRptenOpbe2mcK,0.0347,253,0EMyqiMNDRptenOpbe2mcK,Release Me,30,0EMyqiMNDRptenOpbe2mcK,0.00918,https://api.spotify.com/v1/tracks/0EMyqiMNDRptenOpbe2mcK,6SsTlCsuCYleNza6xGwynu,53,0.623,2009-08-18,127.972,21.,9.7e-05,2,254120,Release Me,"March 23, 2010",Agnes,audio_features,0.0963,spotify:track:0EMyqiMNDRptenOpbe2mcK,33,0,4,-2.914,0.71
59,5EuNq3rYUESwy6Vcsz2PZe,0.875,https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv,0.322,197,0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,56,0obBFrPYkSoBJbvHfUIhkv,0.115,https://api.spotify.com/v1/tracks/0obBFrPYkSoBJbvHfUIhkv,3sgFRtyBnxXD5ESfmbK4dl,68,0.698,2011-01-01,129.986,1.,0,7,199480,Sorry For Party Rocking (Deluxe Version),"February 7, 2012",LMFAO,audio_features,0.166,spotify:track:0obBFrPYkSoBJbvHfUIhkv,41,1,4,-4.164,0.74
85,5BvgP623rtvlc0HDcpzquz,0.434,https://api.spotify.com/v1/audio-analysis/5jx8tCxiO0uIbo2uNia23K,0.0396,226,5jx8tCxiO0uIbo2uNia23K,The One That Got Away - Acoustic,67,5jx8tCxiO0uIbo2uNia23K,0.697,https://api.spotify.com/v1/tracks/5jx8tCxiO0uIbo2uNia23K,6jJ0s89eD6GaHleKKya26X,83,0.714,2012-03-12,123.942,2.,0,4,259040,Katy Perry - Teenage Dream: The Complete Confection,"February 7, 2012",Katy Perry,audio_features,0.0919,spotify:track:5jx8tCxiO0uIbo2uNia23K,41,1,4,-11.542,0.351
69,2KkMVsxymoNR7hRmBcMttd,0.89,https://api.spotify.com/v1/audio-analysis/1k18nxjYj8R5iz82Ap7GEY,0.0616,241,1k18nxjYj8R5iz82Ap7GEY,Marry The Night,53,1k18nxjYj8R5iz82Ap7GEY,0.00207,https://api.spotify.com/v1/tracks/1k18nxjYj8R5iz82Ap7GEY,1HY2Jd0NmPuamShAr6KMms,86,0.61,2011-01-01,131.085,3.,0.0136,0,264520,Born This Way,"February 7, 2012",Lady Gaga,audio_features,0.518,spotify:track:1k18nxjYj8R5iz82Ap7GEY,41,1,4,-4.416,0.461
67,3ga4adzUpLaS2LDcoqfs2r,0.556,https://api.spotify.com/v1/audio-analysis/6MAdEUilV2p9RQUqE5bMAK,0.0387,228,6MAdEUilV2p9RQUqE5bMAK,Domino,56,6MAdEUilV2p9RQUqE5bMAK,0.00954,https://api.spotify.com/v1/tracks/6MAdEUilV2p9RQUqE5bMAK,2gsggkzM5R49q6jpPvazou,77,0.763,2011-01-01,126.985,4.,0,7,231693,Who You Are (Platinum Edition),"February 7, 2012",Jessie J,audio_features,0.0496,spotify:track:6MAdEUilV2p9RQUqE5bMAK,41,1,4,-4.509,0.782
71,2mumCpGmuE9iDeOvMx6XrB,0.795,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,0.0976,210,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),68,0qOnSQQF0yzuPWsXrQ9paz,0.0319,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,4IJczjB0fJ04gs4uvP0Fli,67,0.646,2011-11-11,89.99,5.,0,9,210960,The Papercut Chronicles II,"February 7, 2012",Gym Class Heroes,audio_features,0.267,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,41,1,4,-3.293,0.791
